1.6248,-0.1425,0.6169,0.2136,-0.0916,0.0610,-0.0475,0.1899,10.1203,0.0000,0.0000,0.0000,0.0000,-1.0000,0.3000,0.0000,-10.4990,1.7700,172.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2292,0.0865,0.3018,0.7544,0.6209,0.0437,0.1521,0.7606,1.2292,0.0865,0.3018,0.7544,0.0200,0.0019,
1.6259,-0.1423,0.6169,0.2441,-0.0916,-0.0000,-0.0344,0.1827,10.1215,0.0000,0.0000,0.0000,0.0000,-1.0000,0.3000,0.0000,-10.5034,1.7693,231.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2292,0.0865,0.3018,0.7544,0.6209,0.0437,0.1521,0.7606,1.2292,0.0865,0.3018,0.7544,0.0200,0.0029,
1.6268,-0.1421,0.6181,0.2441,-0.1221,0.0610,-0.0451,0.1767,10.1347,0.0000,0.0000,0.0000,0.0000,-1.0000,0.3000,0.0000,-10.5071,1.7685,275.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2292,0.0865,0.3018,0.7544,0.6209,0.0437,0.1521,0.7606,1.2292,0.0865,0.3018,0.7544,0.0200,0.0024,
1.6271,-0.1420,0.6193,0.2136,-0.0916,0.0610,-0.0368,0.1779,10.1347,0.0000,0.0000,0.0000,0.0000,-1.0000,0.3000,0.0000,-10.5083,1.7678,275.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2292,0.0865,0.3018,0.7544,0.6209,0.0437,0.1521,0.7606,1.2292,0.0865,0.3018,0.7544,0.0200,0.0025,
1.6263,-0.1414,0.6211,0.1526,-0.0916,0.0916,-0.0415,0.1803,10.1335,0.0000,0.0000,0.0000,0.0000,-1.0000,0.3000,0.0000,-10.5051,1.7654,297.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2292,0.0865,0.3018,0.7544,0.6209,0.0437,0.1521,0.7606,1.2292,0.0865,0.3018,0.7544,0.0200,0.0024,
1.6253,-0.1419,0.6229,0.1526,-0.1221,0.0916,-0.0356,0.1767,10.1347,0.0000,0.0000,0.0000,0.0000,-1.0000,0.3000,0.0000,-10.5012,1.7677,297.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2292,0.0865,0.3018,0.7544,0.6209,0.0437,0.1521,0.7606,1.2292,0.0865,0.3018,0.7544,0.0200,0.0025,
1.6235,-0.1434,0.6234,0.1221,-0.1526,0.0305,-0.0320,0.1719,10.1347,0.0000,0.0000,0.0000,0.0000,-1.0000,0.3000,0.0000,-10.4940,1.7737,297.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2292,0.0865,0.3018,0.7544,0.6209,0.0437,0.1521,0.7606,1.2292,0.0865,0.3018,0.7544,0.0200,0.0024,
1.6228,-0.1439,0.6234,0.1831,-0.1221,-0.0000,-0.0379,0.1683,10.1263,0.0000,0.0000,0.0000,0.0000,-1.0000,0.3000,0.0000,-10.4913,1.7756,297.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2292,0.0865,0.3018,0.7544,0.6209,0.0437,0.1521,0.7606,1.2292,0.0865,0.3018,0.7544,0.0199,0.0024,
1.6228,-0.1445,0.6252,0.2136,-0.1221,0.0916,-0.0368,0.1683,10.1370,0.0000,0.0000,0.0000,0.0000,-1.0000,0.3000,0.0000,-10.4910,1.7781,297.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2292,0.0865,0.3018,0.7544,0.6209,0.0437,0.1521,0.7606,1.2292,0.0865,0.3018,0.7544,0.0201,0.0024,
1.6234,-0.1439,0.6270,0.2441,-0.0916,0.0916,-0.0439,0.1695,10.1311,0.0000,0.0000,0.0000,0.0000,-1.0000,0.3000,0.0000,-10.4936,1.7758,297.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2292,0.0865,0.3018,0.7544,0.6209,0.0437,0.1521,0.7606,1.2292,0.0865,0.3018,0.7544,0.0199,0.0024,
